업종코드,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,45,46,47,49,50,51,52,55,56,58,59,60,61,62,63,64,65,66,68,70,71,72,73,74,75,76,84,85,86,87,90,91,94,95,96
date,식료품 제조업,음료 제조업,담배 제조업,섬유제품 제조업; 의복 제외,의복 의복 액세서리 및 모피제품 제조업,가죽 가방 및 신발 제조업,목재 및 나무제품 제조업; 가구 제외,펄프 종이 및 종이제품 제조업,인쇄 및 기록매체 복제업,코크스 연탄 및 석유정제품 제조업,화학 물질 및 화학제품 제조업; 의약품 제외,의료용 물질 및 의약품 제조업,고무 및 플라스틱제품 제조업,비금속 광물제품 제조업,1차 금속 제조업,금속 가공제품 제조업; 기계 및 가구 제외,전자 부품 컴퓨터 영상 음향 및 통신장비 제조업,의료 정밀 광학 기기 및 시계 제조업,전기장비 제조업,기타 기계 및 장비 제조업,자동차 및 트레일러 제조업,기타 운송장비 제조업,가구 제조업,기타 제품 제조업,산업용 기계 및 장비 수리업,전기 가스 증기 및 공기 조절 공급업,수도업,하수 폐수 및 분뇨 처리업,폐기물 수집 운반 처리 및 원료 재생업,환경 정화 및 복원업,종합 건설업,전문직별 공사업,자동차 및 부품 판매업,도매 및 상품 중개업,소매업; 자동차 제외,육상 운송 및 파이프라인 운송업,수상 운송업,항공 운송업,창고 및 운송관련 서비스업,숙박업,음식점 및 주점업,출판업,영상ㆍ오디오 기록물 제작 및 배급업,방송업,우편 및 통신업,컴퓨터 프로그래밍 시스템 통합 및 관리업,정보서비스업,금융업,보험 및 연금업,금융 및 보험관련 서비스업,부동산업,연구개발업,전문 서비스업,건축 기술 엔지니어링 및 기타 과학기술 서비스업,기타 전문 과학 및 기술 서비스업,사업시설 관리 및 조경 서비스업,사업 지원 서비스업,임대업; 부동산 제외,공공 행정 국방 및 사회보장 행정,교육 서비스업,보건업,사회복지 서비스업,창작 예술 및 여가관련 서비스업,스포츠 및 오락관련 서비스업,협회 및 단체,개인 및 소비용품 수리업,기타 개인 서비스업
2021-05,100810,3151,7,34156,11599,5773,9811,35681,41513,2042,77445,28151,94817,27242,12457,128325,412473,51804,92253,210629,135876,11886,20543,20273,4240,15621,24,14368,22383,613,147906,6856,27010,352074,202659,71908,236,206,56341,6358,324457,91095,4533,1408,26372,13688,11612,23918,1117,3412,90611,38767,58160,78257,12426,58082,196751,5410,55813,139289,250594,474466,10296,28941,18516,41345,22596
2021-06,101183,2869,7,34096,11531,5763,9756,35800,41489,2018,77642,28281,94813,27215,12323,128579,412170,51995,92530,211129,135942,11933,20676,20187,4226,15432,24,14971,22577,619,148548,7456,27030,355065,203837,71909,237,192,56397,6483,327474,91976,4611,1395,26142,13856,11857,23911,1116,3431,91230,38756,58574,78908,12631,59124,196564,5405,61326,141474,252617,479503,10534,29368,18811,42311,22625
2021-07,101536,2868,8,33974,11508,5791,9797,35919,41277,2031,77734,28351,94539,27259,12221,129039,414104,52228,92231,211113,136109,11924,20704,20153,4277,15380,24,15177,22705,818,149042,7335,27345,355538,204628,71868,225,194,56485,6609,327893,93418,4919,1399,25916,13978,11816,24016,1123,3411,91530,39058,59476,79495,12744,59691,196863,5370,62367,138997,253303,487580,10758,29811,18978,42583,22685
2021-08,101660,2890,8,33972,11542,5813,9821,36183,41163,2034,77760,28359,94959,27358,12247,128700,413876,52356,92448,211314,135850,11886,20634,20080,4247,15563,24,15110,22830,831,149182,7383,27513,356496,205903,71723,84,200,57078,6556,327441,92473,5012,1397,25688,13926,11964,24143,1153,3464,92162,39367,59573,79743,12752,58852,199526,5380,59456,141109,253756,491798,10593,29941,19077,42458,22839
2021-09,101954,2893,7,34019,11607,5882,9758,36150,41113,2070,77948,28332,95055,27322,12222,129096,414808,52646,92479,213560,135390,12012,20704,20107,4222,15794,24,15039,22914,911,149714,7454,27467,356713,205468,71778,82,196,57193,6461,326101,93414,4869,1413,25687,13954,12502,24143,1154,3587,92443,39578,59724,80557,12945,58873,199465,5366,61997,145999,253936,498397,10496,29911,19112,41081,23020
2021-10,102481,2919,9,34024,11599,5885,9729,36146,41167,2056,78125,28416,94981,27372,12173,129416,414898,52754,92954,215843,134675,12003,20728,20081,4246,15719,23,14700,22970,836,150430,7469,27454,358000,207288,71236,83,196,57484,6494,326368,94127,4950,1411,25591,14060,12756,24219,1145,3598,92938,39999,60031,80833,12965,59199,201030,5470,62727,149775,254699,506149,10504,30056,19210,41104,23069
2021-11,103530,2922,9,33985,11544,5906,9775,36280,41303,2095,78028,28223,95531,27527,12244,130249,415340,53032,93218,217250,135020,12066,20731,20208,4253,15774,22,14513,22989,826,151258,7566,27887,358849,208503,70450,82,206,57990,6500,329862,94877,4993,1426,25592,14141,12864,24217,1149,3628,93895,40243,60780,81404,12984,58990,202107,5522,59329,150743,255355,511769,10599,30000,19172,41051,23099
2021-12,104865,2924,9,33958,11630,5899,9738,36342,41536,2100,78126,28212,95752,27521,12282,130378,417013,53245,93495,215715,134447,12056,20826,20239,4249,15784,19,13899,23097,648,151939,7343,27848,360163,209413,70356,85,204,58044,6596,334378,94960,4931,1433,25662,14203,13115,24242,1073,3631,94615,40490,60991,81063,13028,63149,201263,5585,44499,149233,255316,500402,10491,29821,18676,41141,23101
2022-01,105020,2927,9,34288,11742,5881,9809,36770,41798,2099,78633,28220,97079,27708,12523,132278,418502,53278,93810,216984,135161,12099,21143,20305,4297,15695,14,13840,23312,440,152483,7427,27880,360530,208934,69758,84,198,57635,6650,334094,95470,4964,1415,25490,14217,13248,24056,1074,3660,93705,40475,61220,81762,13088,61024,197299,5563,42000,139055,254290,496502,9838,29721,17835,41180,22524
2022-02,106146,2964,10,34563,11729,5886,9879,37241,41940,2100,78922,28355,97919,28112,12712,133410,420073,53616,93815,213308,135251,12267,21369,20549,4344,15759,19,14442,23494,463,153931,7471,28077,362298,211095,69761,84,202,58575,6636,335599,96497,4870,1409,25348,14297,13350,24089,1104,3709,94114,42989,61774,82276,11940,63631,204830,5635,49242,137872,255451,514016,9906,29702,18374,41147,22747
2022-03,105894,2979,10,34792,11711,5865,9846,37193,41983,2087,79673,28498,98257,28181,12742,133685,421098,53789,94119,213300,135291,12409,21376,20707,4367,15756,21,14513,23527,536,154472,7637,27863,362992,210209,69895,83,212,58689,6667,333471,96937,4879,1392,25196,14444,13376,24293,1142,3739,94896,43469,62128,83135,12001,64413,203680,5640,54248,148053,259167,514890,9998,29949,18785,40913,22694
2022-04,107052,3012,9,34804,11806,5885,9884,37240,41941,2075,79708,28601,98530,28271,12716,133971,422179,54023,94484,213529,135550,12468,21389,20727,4389,15652,24,14561,23610,566,155210,7707,27989,363878,210905,69817,83,220,59427,6687,336566,97184,5177,1389,24805,14906,13481,24369,1146,3782,95669,43938,62610,83819,12063,65106,205180,5774,57351,154613,261961,520000,10577,30257,18991,41113,22967
2022-05,107274,3046,10,34542,11896,5866,9844,37272,42053,2068,79441,28524,98842,28234,12739,133779,421770,54199,94448,213772,135652,12490,21376,20824,4424,16049,23,14615,23617,569,155377,7647,28012,364767,211789,69757,81,216,59536,6641,339243,97987,5388,1419,24754,15066,13624,24552,1157,3824,95852,44222,62650,84064,12072,65294,204866,5862,56287,155531,262383,524345,11163,30520,19381,41094,22870
2022-06,106946,3084,10,34350,11891,5836,9763,37194,41973,2056,79323,28686,98499,28181,12701,133670,422453,54475,94537,213794,135278,12498,21257,20855,4467,16003,23,14584,23654,588,155178,7627,27913,364848,211559,70040,80,210,59078,6737,341657,98916,5584,1422,24660,15220,13763,24714,1228,3825,96185,44446,62624,84703,12132,65566,205911,5881,54212,155095,263125,527554,11348,30700,19562,41584,22715
2022-07,106972,3093,15,34075,11844,5773,9733,37115,42058,2052,79233,28778,98057,28032,12699,133755,423706,54438,94397,214413,135118,12577,21192,20975,4522,16071,23,14678,23787,575,155455,7552,27563,364347,210870,69874,63,200,58923,6806,343749,100542,5680,1419,24663,15394,14103,24957,1222,3813,96578,44675,62592,85402,12191,65846,205817,5873,52927,147605,263651,530562,11668,31308,19649,42250,22805
2022-08,107832,3087,15,33834,12013,5694,9613,37029,42094,2050,78420,28510,98098,27984,12730,134090,424279,54531,94200,215275,135441,12477,21118,20860,4487,15865,23,14609,23878,600,155479,7952,27490,364576,211339,69473,63,194,59461,6837,346714,101120,5665,1424,24484,15426,14233,25012,1230,3838,97550,45742,62485,85826,12101,66037,206133,5870,51540,150240,264798,534281,11709,31476,19717,42069,22876
2022-09,107890,3081,16,33806,11965,5680,9566,37092,42155,2051,78228,28419,98228,28054,12846,134438,425589,54735,94155,215637,135466,12443,21033,20864,4482,15821,23,14700,23834,601,155963,7994,27729,365213,211536,69599,63,188,59438,6834,345752,102238,5648,1428,24495,15213,14217,25090,1224,3845,98139,45864,62574,86504,12152,65873,206816,5804,52786,154693,265321,537276,11426,31313,19797,40957,22945
2022-10,108059,3097,18,33679,11995,5685,9526,37070,42111,2044,78221,28477,97955,28046,12859,134776,427936,54671,94229,215313,135258,12468,21030,21049,4455,15780,23,14647,23858,617,155384,8078,27811,364993,211731,69790,62,210,59446,6809,346914,102356,5605,1290,24591,15378,14371,25167,1240,3816,98303,46247,62580,86982,12202,61427,207664,5813,51097,156839,266749,543731,11506,31316,19641,40425,22962
2022-11,108427,2770,18,33547,11979,5674,9512,37207,42094,2046,78664,28482,97950,28126,12867,135333,426983,55750,93584,215603,131234,12482,21046,21097,4431,15808,22,14631,23991,571,155215,8183,27784,367679,211659,69770,63,214,59632,6781,346697,102412,5592,1296,24544,15425,14461,25217,1226,3813,96713,46648,62633,87010,11980,61675,208726,5830,50013,156583,267786,545388,11172,31050,19596,40389,23036
2022-12,108968,2783,18,33613,12059,5719,9464,37376,42402,2055,78727,28654,98149,28041,12951,136532,428875,55797,94354,216199,132087,12431,21025,21070,4443,15865,19,14015,24203,527,155441,8157,27931,368668,212495,69698,56,214,60522,6917,348895,102270,5512,1283,24721,15289,14556,25256,1213,3776,96121,46566,62791,87534,12083,60369,207866,5873,39447,154493,268511,529955,10812,30744,19010,40408,23130
2023-01,109643,2786,15,33950,12092,5725,9636,37675,42290,2023,78948,28663,98744,28231,14405,138499,430267,56206,94408,217109,131173,12554,21342,21100,4434,15895,14,13485,24267,497,152319,8222,27818,366944,210999,68949,53,208,60337,6900,348061,102096,5522,1294,24181,15301,15313,25231,1224,3704,94722,45834,63580,87821,12016,58217,202828,5835,38731,142678,267101,528220,10180,30058,18392,40432,22838
2023-02,110742,2810,17,34772,12180,5796,10083,38788,42935,2095,80325,28777,101496,28872,14818,143675,431525,56513,94565,219060,133173,12718,22300,21459,4441,15834,19,14133,24659,594,152850,8472,28685,369509,212066,68989,53,216,60787,6931,351374,103170,5556,1309,23764,15336,15373,25291,1236,3795,95271,46281,64096,88837,12065,61059,209147,5864,44914,141798,268897,555974,10360,30316,18808,40341,23149
2023-03,111764,2861,20,34904,12265,5815,10287,39327,43233,2095,80468,28885,103474,29120,15007,146748,432406,56652,97424,220618,134887,12994,22539,21610,4451,15827,22,14640,24910,640,152450,8350,28725,369901,204857,69349,52,216,60880,6957,359137,103962,5524,1327,23926,15488,15435,25317,1245,3766,95377,46625,64266,89107,12115,62548,209106,5933,49025,147067,271255,562034,10814,30424,19235,40556,23101
2023-04,112436,2866,18,35432,12395,5840,10429,39635,43486,2089,80659,28927,104399,29318,15162,148461,431415,56694,97558,221335,135637,13172,23003,21817,4494,15738,26,14723,25026,686,152597,8037,28823,369825,205211,69442,100,226,60991,6936,364199,104846,5460,1364,23763,15573,15548,25371,1256,3781,95153,47272,64596,89220,12283,63424,211598,5981,49564,151995,273239,570428,11226,30664,19553,40647,23058
2023-05,113131,2881,20,35285,12435,5853,10475,39601,43615,2073,80771,28878,104659,29388,15128,149048,430373,56536,97784,222587,136143,13215,23056,21833,4491,15797,27,14837,25128,720,152530,8060,28934,369419,205161,69607,101,226,61235,6995,367643,105997,5442,1366,23712,15637,15534,25424,1262,3835,94951,47622,64491,91359,12241,63497,211983,6011,49979,152867,274240,576548,11491,30756,19653,40887,23229
2023-06,113990,2919,23,35111,12343,5854,10524,39580,43679,2075,81126,29925,104903,29457,15092,149588,429993,56763,97721,222970,136549,13236,23026,21730,4471,15766,27,14828,25215,734,152107,8087,29073,369417,204596,69664,51,216,61568,7086,370958,106035,5589,1400,23652,15611,15846,25692,1272,3831,95056,47963,64592,91339,12265,63805,213169,6018,49813,150030,275588,582213,11665,30841,19700,41365,23362
2023-07,114282,2918,21,34868,12287,5818,10461,39744,43819,2059,80899,29833,104811,29326,15161,149717,428942,56835,97217,222746,136562,13179,22989,21682,4498,15768,26,15045,25343,758,151517,8065,29170,369124,203953,69914,64,214,61059,7197,372779,106881,5530,1368,23630,15652,15744,25813,1267,3818,94818,50414,64609,91151,12128,64234,212989,6068,50348,148090,275745,588328,11869,31543,19726,42078,23170
2023-08,114065,2905,21,34758,12328,5738,10453,40013,43860,2057,80838,29686,105118,29334,15197,150013,428810,56856,97434,222722,135857,13211,23075,21743,4506,15829,27,15000,25436,793,151379,8058,28991,368955,204025,69899,68,208,61474,7142,375192,107470,5566,1325,23563,15732,15592,25853,1258,3785,95114,50543,64837,89606,12241,64529,216027,6117,49025,147404,276471,592227,11922,31533,19733,42024,23155
2023-09,114709,2892,24,34649,12262,5702,10428,40070,43828,2047,81232,29670,105431,29234,15174,150491,429978,56927,97384,222890,136542,13247,23178,21717,4504,15858,27,14990,25593,706,151195,8032,29060,369526,204469,70303,67,204,61761,7053,374727,107839,5568,1324,23495,15762,15311,25890,1279,3800,95218,51024,63477,89858,12256,64511,213983,6091,50900,148762,276692,596613,11711,31186,19746,40725,23304
2023-10,115241,2891,24,34518,12255,5704,10418,40250,43854,2027,81074,29674,105609,29121,15188,150757,429667,56965,97201,223136,136489,13170,23264,21582,4499,15737,27,14878,25784,713,151226,7893,29123,369414,204899,70562,66,212,61798,7022,376409,108360,5525,1322,23423,15770,15358,25851,1278,3778,94354,51219,63618,90078,12240,64925,213465,6094,50208,151069,278057,601318,11698,31040,19691,40228,23388
2023-11,116276,2897,25,34377,12205,5658,10458,40390,43799,2002,81250,29774,105648,29023,15258,151130,429377,57461,97692,223597,137040,13217,23281,21694,4500,15761,22,14848,25789,648,151188,7886,29160,369820,204956,71099,66,210,61294,7020,376775,108876,5507,1320,23398,15816,15328,25851,1301,3776,94641,51502,63858,90189,12370,64904,211881,6121,48983,151004,278472,602388,11388,31068,19633,40216,23415
2023-12,116114,2885,23,34314,12166,5611,10503,40492,43893,1985,81414,29871,106039,28899,15240,151790,429089,58363,97749,224148,136956,13202,23406,21682,4485,15793,17,13962,25660,529,150969,7894,29355,369645,204559,71245,68,204,61823,7004,377341,108133,5437,1314,23304,15830,15194,25847,1299,3701,94466,51323,63582,90446,12393,63418,211445,6189,39578,148892,279078,578898,11069,30386,19258,40256,23312
2024-01,116497,2874,25,34274,12114,5549,10538,40426,43554,1976,81257,29583,105963,28918,15110,151753,429199,58456,97738,224299,136387,13136,23432,21640,4518,15539,14,13854,25868,491,149800,7894,29532,369291,203362,71101,69,214,61287,6924,376564,107667,5379,1298,23255,15909,15136,25709,1252,3759,93795,50881,63525,91071,12371,60604,209873,6194,38094,145001,277175,582033,10476,29925,18628,40190,23117
2024-02,116985,2895,24,34336,12238,5570,10585,40610,43654,1964,81449,29713,105963,28854,15128,152319,428305,58571,98129,225779,136285,13172,23745,21717,4520,15436,18,14842,26004,640,149788,7902,29547,369674,203885,71115,69,210,62050,6957,379742,108673,5464,1302,23126,15814,15089,25739,1262,3818,94227,51574,63608,91272,12458,63438,215631,6251,44083,144358,278520,623899,10739,30000,19232,39972,23478
2024-03,116942,2859,26,34278,12140,5603,10624,40624,43475,1956,81322,29740,105989,28837,15119,152422,429701,58582,98530,226444,137058,13216,23850,21632,4550,15590,19,15223,26068,685,149635,7771,29557,370456,202641,71641,88,200,61765,6926,377923,108918,5366,1299,23083,15757,14926,25703,1294,3900,94833,51681,63470,91278,12532,65029,213964,6257,48247,148830,280276,632460,11041,30152,19951,40097,23503
