업종코드,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,45,46,47,49,50,51,52,55,56,58,59,60,61,62,63,64,65,66,68,70,71,72,73,74,75,76,84,85,86,87,90,91,94,95,96
date,식료품 제조업,음료 제조업,담배 제조업,섬유제품 제조업; 의복 제외,의복 의복 액세서리 및 모피제품 제조업,가죽 가방 및 신발 제조업,목재 및 나무제품 제조업; 가구 제외,펄프 종이 및 종이제품 제조업,인쇄 및 기록매체 복제업,코크스 연탄 및 석유정제품 제조업,화학 물질 및 화학제품 제조업; 의약품 제외,의료용 물질 및 의약품 제조업,고무 및 플라스틱제품 제조업,비금속 광물제품 제조업,1차 금속 제조업,금속 가공제품 제조업; 기계 및 가구 제외,전자 부품 컴퓨터 영상 음향 및 통신장비 제조업,의료 정밀 광학 기기 및 시계 제조업,전기장비 제조업,기타 기계 및 장비 제조업,자동차 및 트레일러 제조업,기타 운송장비 제조업,가구 제조업,기타 제품 제조업,산업용 기계 및 장비 수리업,전기 가스 증기 및 공기 조절 공급업,수도업,하수 폐수 및 분뇨 처리업,폐기물 수집 운반 처리 및 원료 재생업,환경 정화 및 복원업,종합 건설업,전문직별 공사업,자동차 및 부품 판매업,도매 및 상품 중개업,소매업; 자동차 제외,육상 운송 및 파이프라인 운송업,수상 운송업,항공 운송업,창고 및 운송관련 서비스업,숙박업,음식점 및 주점업,출판업,영상ㆍ오디오 기록물 제작 및 배급업,방송업,우편 및 통신업,컴퓨터 프로그래밍 시스템 통합 및 관리업,정보서비스업,금융업,보험 및 연금업,금융 및 보험관련 서비스업,부동산업,연구개발업,전문 서비스업,건축 기술 엔지니어링 및 기타 과학기술 서비스업,기타 전문 과학 및 기술 서비스업,사업시설 관리 및 조경 서비스업,사업 지원 서비스업,임대업; 부동산 제외,공공 행정 국방 및 사회보장 행정,교육 서비스업,보건업,사회복지 서비스업,창작 예술 및 여가관련 서비스업,스포츠 및 오락관련 서비스업,협회 및 단체,개인 및 소비용품 수리업,기타 개인 서비스업
2007-01,53571,3255,0,30917,11027,7022,6794,30500,30477,1542,43805,17426,59781,24285,16424,80053,324088,22003,64193,99859,113247,5416,13534,12743,3526,12064,196,6487,12648,0,106817,5460,9744,143380,53944,57547,559,0,28254,3682,46247,21890,1592,1395,41430,3313,9300,18056,246,681,57143,16179,16534,44885,2357,21443,53089,2778,22054,52077,96124,40133,5653,14881,7887,24734,18660
2007-02,53940,3282,0,30827,11401,7097,6842,30627,30803,1562,43983,17677,60215,24398,16702,81023,325698,22131,64102,100866,113449,5443,13549,12883,3558,12063,195,6589,12607,0,107610,5462,10020,145727,54524,57745,549,0,28408,3647,47241,22158,1659,1403,41387,3412,9614,18085,245,689,57472,16258,17060,45491,2446,22079,54238,2773,23261,51576,97601,40686,5624,14899,8078,24171,18878
2007-03,53641,3281,0,30750,11338,7082,6975,30620,30693,1573,44498,17780,59948,24382,16563,81944,325642,22048,64087,101266,113537,5365,13528,12738,3561,12081,195,6600,12602,0,107997,5671,10196,147327,54311,57731,501,0,28108,3662,47672,22633,1726,1391,41357,3375,9790,18213,241,698,57732,16238,17016,46156,2500,22247,55105,2770,22497,53017,99528,42479,5628,15251,8083,24299,18536
2007-04,54197,3300,0,30632,11269,7029,7042,30361,31007,1569,44855,17967,59798,24431,16599,82130,325629,21812,64126,101986,113780,5617,13598,12984,3806,12175,197,6916,12637,0,109719,5895,10290,150264,54917,58632,499,0,28180,3637,48487,23114,1713,1385,41246,3391,10041,18334,244,726,58229,16530,17185,46781,2484,23292,56820,2822,24069,54429,101545,44127,5950,15515,8242,24594,18895
2007-05,54530,3302,0,30503,11420,7000,7098,30012,31356,1577,45236,18225,59828,24386,16562,82267,324056,22067,63863,102347,114173,5607,13804,13014,3802,12152,200,6912,12764,0,110782,6000,10527,151228,55557,59568,511,0,28637,3655,50476,23332,1779,1410,41334,3292,10347,18394,247,738,58651,16650,17487,47105,2525,23516,57545,2840,25278,55631,102752,45086,6023,15779,8315,24892,19378
2007-06,55211,3326,0,30421,11565,6914,7145,30122,31228,1642,46059,18409,59969,24726,16450,83458,324868,22486,63600,105410,113959,5529,13805,13280,4136,12148,202,6982,12787,0,111418,5983,10299,147505,55081,59926,537,0,28788,3715,51793,25549,1740,1523,41332,3304,10508,18363,252,765,59378,16851,17047,47515,2647,23622,58727,2722,23900,55552,103884,48105,6096,16066,8422,25058,19435
2007-07,56151,3357,0,30448,11583,6915,7137,30213,31498,1652,46320,18363,60598,24839,16415,84017,326352,22903,63793,106356,114628,5706,13832,13653,4179,12119,200,6831,12593,0,111901,5980,11073,146935,55946,60251,543,0,28626,3726,53393,25496,1692,1521,41040,3267,10736,18394,253,776,60128,17863,17191,47554,2736,23614,57791,2621,25191,54779,104551,51069,6202,16264,8438,25521,19441
2007-08,56656,3344,0,30356,11802,6856,7239,30085,31598,1662,46370,18360,60646,24783,16491,84046,326535,23068,64019,107113,114996,5941,13735,13917,4110,12187,200,7045,12623,0,112483,6108,11115,147983,56175,60320,527,0,29493,3822,54696,25588,1731,1516,41012,3303,10599,18421,257,787,60790,17710,17429,47583,2828,24063,57749,2669,25770,54774,105102,51937,6055,16463,8319,25557,19928
2007-09,56631,3339,0,30271,13309,6842,7288,30073,31769,1662,46308,18408,60778,24824,16616,84323,326324,23219,64069,107076,114509,5935,13812,13930,4096,12201,199,6983,12562,0,112715,6145,11243,149030,56359,60307,592,0,29786,3891,55099,25749,1731,1542,40876,3343,10623,18429,258,786,60840,16982,17557,48127,2847,24106,57823,2678,25337,55670,105411,53462,6043,16532,8347,25478,20047
2007-10,56447,3334,0,30189,13137,6766,7342,30006,32017,1673,46448,18404,60738,24735,16726,84510,326193,23352,64406,107078,114720,5970,13831,13904,4103,12230,208,6877,12701,0,113235,6113,11368,149338,56869,60665,602,0,30108,3856,55483,25971,1903,1533,40573,3425,10757,18502,264,786,61312,17206,17561,48502,2900,24261,58091,2669,25118,56746,105927,55081,6050,16533,8460,25657,20126
2007-11,56913,3289,0,30039,13025,6717,7392,30261,32269,1807,46673,18457,61078,25027,16603,84796,327492,23873,64829,108381,115286,6175,13869,14165,4127,12282,209,7048,12855,0,114163,6279,11563,151317,57676,61097,585,0,30332,3801,56680,26553,1855,1468,40227,3506,10869,18561,294,816,65949,16956,17913,49019,2901,24443,58156,2632,25670,56917,106925,56570,6026,16630,8514,25707,20651
2007-12,57139,3289,0,29897,13012,6633,7397,30310,32299,1761,47050,18697,60825,24732,16614,85288,328605,23990,65189,109274,115798,6178,13917,14050,4192,12346,213,6795,13002,0,114126,6306,11718,153068,58012,61401,625,0,30539,4123,56936,26806,1894,1472,40401,6467,8078,18654,264,833,66315,17096,17795,48375,2991,24147,58304,2695,23697,56514,107286,57137,5809,16319,8629,25986,20692
2008-01,57295,3324,0,29658,13129,6654,7400,30388,32326,1692,47243,18877,61088,24050,16673,86266,329946,24329,64770,113814,115811,6269,14039,14192,4192,12290,215,6430,13135,0,114523,6363,11786,153024,58730,61582,542,0,30074,4080,57128,27155,2013,1456,40458,6548,8343,18725,260,858,66449,17200,17676,48667,3036,23329,58006,2709,22601,54378,107665,55449,5990,16233,8605,26174,20349
2008-02,57266,3309,0,29552,13035,6538,7464,30677,32314,1687,47463,19008,61315,24280,16661,86812,329046,24510,65036,114563,115875,6337,14103,14336,4270,12252,215,6540,13083,0,104390,6445,11964,154366,59093,61623,530,0,30105,4072,57562,27460,1994,1455,40240,6572,8489,18864,268,865,66775,17248,18210,48739,3048,23573,58877,2668,24396,54568,108456,58373,5990,16429,8799,26370,21181
2008-03,56748,3333,0,29282,12935,6493,7445,30533,32357,1647,47177,18899,60615,23993,16621,87157,326319,24665,65303,115792,115361,6361,14124,14412,4215,12359,214,6724,12992,0,104872,6630,11886,155768,59181,61815,508,0,30151,4032,57779,27219,1986,1443,40228,6600,8572,19128,271,869,67772,17322,18087,49122,3075,23739,58611,2753,25039,56119,110645,59966,5984,16569,8855,26249,21123
2008-04,56761,3307,0,29277,12909,6462,7437,30752,32393,1652,47784,19014,60335,24117,16472,87264,325952,25051,65222,116372,114999,6342,14135,14514,4233,12143,214,6882,13119,0,105710,6732,11983,158041,59933,62166,524,0,30510,4002,57885,27124,2022,1420,40085,6659,8947,19249,263,875,68203,17329,17955,49553,3125,24343,60494,2821,26004,57977,112874,61460,6263,16637,9045,26254,21961
2008-05,56429,3317,0,29148,12893,6446,7556,30635,32343,1625,47612,19077,60598,24131,16645,87631,320790,25484,65281,117907,115030,6334,14114,14436,4324,12269,213,6867,13308,0,106569,6674,11474,159440,59924,62343,529,0,30516,4039,58583,27335,2025,1444,40098,6781,9486,19316,263,897,68549,17653,18832,49812,3156,24760,62261,2786,26618,59273,114049,63241,6581,16766,9106,26389,22218
2008-06,56581,3305,0,28904,12852,6458,7570,30696,32336,1602,46760,19089,60286,24121,16434,87982,318955,25556,65116,118416,114922,6334,14064,14324,4253,12269,211,6777,13332,0,106848,6744,11732,160681,59823,62399,534,0,30940,4059,57820,27717,2031,1437,40136,6797,9314,19403,258,926,69118,17814,18686,49919,3163,24584,62699,2777,24997,59760,115070,64340,6676,16816,9184,26279,22453
2008-07,56673,3257,0,28599,12796,6408,7557,30902,32424,1593,46659,19147,60290,24121,16302,88524,318237,25566,64817,118795,115354,6376,14087,14278,4270,12236,213,6633,13524,1,106809,6967,11807,161816,60129,62174,538,0,31399,4082,57883,27847,2081,1386,40032,6611,9525,19469,270,951,68745,17932,19221,50591,3270,24999,62741,2797,27131,59230,115535,64831,6787,16820,9151,26293,22501
2008-08,56638,3264,0,28467,13167,6420,7516,30844,32270,1597,46472,19106,60103,24166,16310,88339,313922,25591,64686,118816,115254,6401,13929,14221,4239,12266,213,6621,13688,3,106711,7026,11788,163338,60262,61918,529,0,31592,4068,57739,28052,2081,1361,39496,6664,9711,19476,266,945,68904,18085,19657,50643,3297,25058,64383,2799,27383,58754,115716,66294,6619,16815,9155,26161,22417
2008-09,56849,3281,0,28274,13181,6392,7529,30873,32369,1628,46848,19032,60163,24355,16193,88030,312947,25818,64878,119386,114917,6411,13926,14312,4260,12286,212,6549,13783,3,106970,7107,11806,164199,60765,62041,534,0,31653,4046,57980,27949,2142,1349,39413,6613,9595,19529,272,945,69196,18208,19927,50501,3379,25195,64488,2770,25629,60712,116214,68151,6482,16926,9180,26319,22008
2008-10,56966,3243,0,28294,13133,6352,7572,30772,32379,1698,46563,19358,60632,24579,16141,88354,312404,25827,65474,120004,114581,6405,13856,14322,4245,12211,210,6661,13863,9,106957,7061,12025,165013,61236,62316,544,0,31947,4075,58298,28017,2153,1333,38811,6820,9611,19576,278,972,69815,18315,20194,50475,3434,25353,66351,2772,26896,61453,117205,70837,6635,16911,9221,26506,21807
2008-11,57219,3260,0,28408,13043,6314,7634,30737,32621,1692,46548,19396,61341,24528,16125,88284,310201,26022,65548,120257,113638,6373,14002,14250,4276,12124,206,6620,13880,9,107452,7162,11980,166027,61451,62902,532,0,32203,4136,59383,27794,2106,1282,38824,6822,9736,19651,277,967,69869,18320,19971,50622,3466,25544,67032,2819,27309,61938,117682,71991,6646,16989,9208,26471,21736
2008-12,57420,3259,0,28390,12921,6261,7673,30612,32584,1688,46372,19204,60922,24389,16068,87524,306682,25929,65429,119755,112733,6272,13860,14229,4252,12147,209,6400,13956,4,106502,7006,12061,165493,62077,63087,568,0,32402,4154,59874,27640,2115,1300,38965,6721,9682,19724,280,963,69980,18239,19465,50484,3406,25067,65490,2836,24693,61551,118191,73463,6588,16828,9377,26699,21919
2009-01,57425,3223,0,28108,12762,6188,7614,30366,32562,1637,46063,18959,60402,24156,15888,86530,306824,25700,65466,118103,111355,6110,13702,14137,4223,12156,207,6260,13849,5,104766,6714,12224,164029,62139,63036,578,0,32043,4213,59641,27292,2084,1263,38733,6740,9472,19711,277,956,69094,18402,19798,50421,3387,24670,63434,2765,27963,60108,118000,72590,6612,16431,9781,26632,21711
2009-02,57622,3191,0,28050,13488,6131,7480,30260,32605,1616,46107,18946,59873,23974,15756,85834,305442,26596,65316,117373,110022,6122,13630,14141,3875,12759,205,6284,14031,7,104903,6693,12247,164868,62412,63058,560,0,32312,4325,59550,27385,2017,1277,38767,6724,9408,19666,277,975,69448,18667,20424,50827,3357,25152,64764,2781,31523,60312,119233,76467,6592,16385,9998,26320,21421
2009-03,58248,3190,0,28081,13576,6096,7421,30162,32748,1618,46059,18977,59555,23877,15592,85075,307192,26640,64857,116916,108964,6179,13626,14228,3828,12806,202,6319,14087,9,105196,6644,12139,164989,62474,63555,509,0,32058,4386,60235,27461,2005,1297,38742,6657,9224,19642,278,1127,69431,19491,20690,50991,3395,25390,65959,2795,30120,62878,120978,78812,6642,16657,10354,26370,21478
2009-04,58912,3178,0,28095,13773,6011,7420,30110,32566,1597,46084,19086,59623,23870,15555,85240,303821,26667,64842,116101,108587,6196,13557,14100,3819,12933,203,6595,14174,48,106140,6780,11953,166298,63084,63834,511,0,32006,4389,61225,28464,2008,1317,38628,6787,9212,19671,278,1140,68812,19573,21373,51536,3466,26898,67117,2795,33588,64557,122081,80461,6577,17128,10492,26364,21759
2009-05,59183,3267,0,28181,13780,5979,7427,30101,32649,1604,45916,19226,59746,23777,15632,85434,306713,26711,65066,116157,107796,6190,13639,14305,3848,12873,203,6860,14302,61,106694,6691,12021,167842,63943,63899,513,0,31829,4383,61372,27866,1995,1321,38542,6789,9564,19679,286,1211,68583,20221,21736,51494,3524,27650,69132,2824,34295,65873,122395,82420,7031,17095,10669,26510,21653
2009-06,59320,3293,0,28408,13826,5963,7412,30054,32750,1578,46122,19264,60132,23777,15602,85279,307763,26703,65844,116407,105844,6307,13752,14458,3833,12939,206,10863,14307,119,107144,6801,12084,169383,64421,63930,509,0,31713,4341,61944,28027,1962,1330,38650,6661,9603,19752,289,1241,68147,20419,23927,51906,3558,31872,71286,2848,59879,66193,122992,84692,7268,17167,10745,26538,21496
2009-07,59764,3316,0,28346,13694,5959,7399,30216,32589,1608,46206,19384,60601,23691,15544,85567,308743,26921,66067,116564,105935,6299,13614,14535,3897,13041,205,12428,14346,140,106983,7053,12131,170418,64920,63766,523,0,32064,4308,62942,28344,1971,1320,41241,6639,9687,19655,288,1215,68189,20615,27433,52437,3659,33849,72226,2920,68351,65714,123390,87109,7376,17153,10921,26610,21536
2009-08,59690,3319,0,28375,13583,5949,7453,30294,32583,1600,46535,19326,61416,23619,15470,85974,309801,27220,64825,115991,105140,6394,13740,14628,3909,13023,206,12211,14306,150,107113,7113,12275,172045,65339,63518,524,22,32455,4212,63740,28564,2003,1318,41269,6608,9735,19722,287,1210,68200,20862,27198,52749,3673,33595,72504,2895,68875,65309,123628,89935,7320,17215,11050,26484,21697
2009-09,59923,3263,0,28613,13616,5997,7553,30402,32575,1582,47110,19393,62056,23682,15550,86562,312657,27386,64997,116661,105611,6514,13800,14697,3938,13005,206,11434,14420,130,107297,7377,12463,172971,64505,63693,523,22,32371,4153,64298,30600,1996,1327,41228,6665,9721,19687,296,1228,68005,21237,26871,52912,3652,32766,73735,2918,66392,69620,124107,93138,7269,17136,11104,26645,21874
2009-10,60532,3267,0,28759,13668,6094,7637,30499,32995,1591,47387,19494,62895,23744,15631,87445,315215,27788,65359,117918,106507,6688,13881,14843,3955,12814,205,11248,14488,85,107438,7464,12580,174252,65536,64050,529,22,32517,4153,65205,30738,2021,1267,40781,6719,9772,19678,290,1248,68120,21401,26975,53094,3665,32433,76495,2995,65322,70937,124449,95813,7191,17180,11172,26708,21859
2009-11,60771,3258,0,28817,13532,6106,7703,30679,33218,1514,47748,19149,63182,23586,15793,88028,317651,27913,66062,118959,106916,6711,13910,14878,3927,12784,207,11929,14539,91,107858,7437,12655,174918,66159,64255,565,22,32814,4174,65801,30731,2026,1288,40756,6653,9623,19665,287,1243,68314,21618,27065,53405,3629,33386,77251,3028,64634,71291,125169,97808,7270,17041,11127,26717,21981
2009-12,61305,3239,0,28991,13579,6100,7789,30760,33491,1527,48102,19297,63817,23661,15886,88829,319208,28273,66916,119953,107470,6759,14011,14900,3967,12810,205,9865,14619,9,108016,7293,12638,175759,66522,64674,575,28,32979,4222,66064,30439,2036,1322,40781,6599,9608,19800,290,1252,68703,21543,21812,53192,3690,31693,77519,3061,32317,70525,125683,98457,7106,16863,10924,27187,21952
2010-01,61367,3153,0,28875,13534,6166,7854,30895,33349,1543,48554,19340,64032,23636,15895,89377,321975,28641,67619,121087,107573,6863,14105,15046,3925,12530,206,6434,14538,18,108099,7192,12861,176719,66805,65104,580,30,36605,4148,66013,30227,2009,1261,35410,6679,9864,19695,293,1266,68543,21294,21357,53242,3609,27660,76558,3117,27236,66475,126301,99958,6680,16246,10590,27002,21609
2010-02,61788,3137,0,29102,13703,6238,7949,31019,33574,1528,49110,19267,64797,23902,16018,90111,322377,29009,68096,122473,108345,6945,14193,15269,3442,12528,207,6639,14603,50,108018,7104,12863,178597,67814,65013,577,28,36874,4175,67249,30243,2051,1159,35299,7189,7876,19709,300,1261,68739,21382,21661,53778,3626,28272,77102,3180,29356,66157,127155,102827,6813,16271,10800,26601,21651
2010-03,61959,3127,0,29305,13806,6223,7973,31061,33666,1542,49252,18806,65060,24109,16119,90509,324497,29185,68290,123025,108351,6912,14124,15302,3427,12947,208,6175,14379,49,108224,7115,12956,178861,68291,65248,544,28,36926,4152,67290,30163,2127,1153,35198,7221,7685,19773,305,1260,68549,21604,23086,55067,3683,27708,76610,3186,35849,69838,128530,104474,6651,16499,10970,26634,21787
2010-04,61942,3150,0,29422,13711,6246,7958,31270,33900,1535,49658,19044,65759,24143,16270,91309,329637,28870,69467,124194,109009,6986,14105,15500,3427,12933,206,6656,14487,54,108762,7088,13038,179678,69009,65307,548,28,37303,4117,67861,30674,2105,1155,35137,7267,7781,19833,311,1299,68614,22583,24318,55428,3783,29082,77107,3219,44825,72862,130631,107703,6758,16985,11201,26732,22027
2010-05,62604,3129,0,29465,13931,6251,7934,31321,33991,1550,49999,18981,66215,24351,16276,91818,332270,29329,70272,125319,109641,7020,14239,15486,3516,12960,204,6810,14566,69,109186,7050,13138,180375,70102,65631,531,26,36296,4086,67893,31536,2208,1144,34997,7335,7223,19903,315,1331,69105,23608,25047,55776,3750,30310,80035,3272,45413,74324,131550,109936,7301,17090,11347,26949,22162
2010-06,62641,3143,0,29583,13995,6278,7943,31528,34166,1561,50370,19065,65475,24424,16421,92615,335309,29765,70977,126622,110403,6975,14189,15454,3517,13001,203,6726,14614,51,109154,7023,13239,181578,72149,65653,537,34,36678,4069,67970,31750,2240,1112,35716,7299,7281,19969,318,1336,68530,23865,24255,55877,3767,31547,80817,3338,41530,75268,132715,112373,7473,17176,11346,27098,22363
2010-07,63128,3197,0,29783,13558,6292,7860,31614,34351,1601,50480,19089,66088,24744,16426,93377,332817,30157,70706,128260,111048,7041,14249,15542,3645,13078,203,7045,14597,37,108079,7167,13364,182497,73842,65714,564,36,36771,4041,68601,31929,2295,1172,35287,7421,7354,20031,318,1382,68804,23976,24650,56228,3824,32604,82148,3328,42183,73219,133468,115222,7538,17189,11277,27249,22210
2010-08,63228,3191,0,30019,13712,6307,7786,31819,34391,1608,50724,19031,66356,24631,16476,93686,336207,30335,70569,129249,111464,7006,14152,15467,3630,12877,204,7118,14569,34,107905,7144,13492,183457,76968,65359,551,32,36753,4220,69030,32026,2369,1174,35179,7424,7414,20045,321,1391,68815,24132,24718,55972,3880,33661,82581,3373,41238,72634,133446,117141,7423,17075,11245,27271,21281
2010-09,63175,3195,0,30119,13669,6279,7741,32145,34476,1616,51041,19067,66751,24752,16557,94010,339177,30567,70831,130166,112601,7096,14160,15571,3579,12935,204,6505,14499,52,107633,7137,13477,183817,76947,65408,551,32,37104,4030,69698,31876,2328,1104,35276,7526,6870,20097,312,1397,68768,24181,23586,55801,3823,32146,82042,3399,36194,72693,133765,121456,7397,17074,11127,27293,21149
2010-10,63437,3220,0,30307,13787,6425,7745,32156,34353,1616,51422,19135,66598,24837,16479,93871,341043,30889,71136,131451,113302,7134,14196,15653,3467,12861,202,6738,14476,88,107434,6985,13562,185010,77457,65584,555,86,37491,4096,70845,32042,2341,1099,35226,7516,6834,20177,328,1433,68205,24220,23630,55747,3938,32689,81361,3432,40448,73949,134641,123420,7447,17021,11103,27505,21451
2010-11,64634,3218,0,30720,13762,6494,7759,32340,34717,1643,51996,19581,67139,24947,16614,94873,341979,33103,70918,133317,114219,7217,14220,15746,3523,12777,201,6813,14579,117,106914,7033,13821,187240,78404,65866,559,92,38076,4105,72493,32024,2347,988,35127,7666,6902,20236,333,1445,68535,24431,24302,55939,4010,32299,82719,3475,41688,74587,135354,125731,7126,17045,11102,27351,21849
2010-12,65432,3211,0,31009,13826,6536,7721,32536,34655,1736,52868,19684,67325,25263,16657,95542,344163,33473,71119,134694,114775,7156,14192,15787,3532,12795,198,6015,14629,111,106411,6992,13936,188584,78830,66144,628,140,38681,4113,73657,32069,2347,931,35019,7614,7060,20324,327,1414,66416,24486,22838,59991,4000,31183,83953,3487,28776,74514,135663,126462,7394,16735,11022,27394,22056
2011-01,65497,3161,0,31274,13926,6581,7834,32533,34727,1815,52813,19773,67771,25425,16816,96314,375369,33817,71045,135959,115053,7154,14288,15894,3752,12829,201,5738,14571,44,105903,6558,14141,189137,79894,66090,628,150,39062,4143,74254,32330,2486,920,35097,7771,6904,20391,334,1350,66007,24623,23576,58397,3990,31470,83699,3536,28145,69517,136584,126073,7128,15927,10549,27460,21916
2011-02,65879,3126,0,31312,14033,6536,7791,32434,34680,1825,53255,19852,67795,25483,16910,96705,376095,34207,71201,132587,115744,7186,14397,16237,3778,12904,198,5787,14533,44,111999,6533,14286,191989,80472,65796,604,150,38285,3927,75324,32811,2423,897,35093,7791,6950,20373,337,1350,66038,24615,23769,58573,3992,31645,84502,3549,29926,68391,137168,129312,7219,16049,10711,27619,22086
2011-03,65886,3126,0,31498,14387,6543,7777,33037,34886,1808,53574,19868,68673,25509,17007,97331,379687,34860,72926,134126,116871,7365,14445,16425,3654,12880,195,6209,14850,46,112912,6444,14452,194619,80984,65949,515,144,37373,3949,76704,33090,2139,856,35114,7772,6918,20449,334,1338,66078,24719,24448,58677,4128,32313,85385,3555,32512,73501,139882,131234,7106,16290,11037,27756,22476
2011-04,66053,3151,1,31545,14655,6551,7736,33269,34977,1839,53868,20019,68830,25604,17288,98140,379896,35152,72169,135325,118033,7453,14590,16683,3648,12982,193,6548,14755,45,113166,6502,14575,196729,82585,66233,574,152,37799,3981,79155,33436,2200,844,35037,7786,7038,20477,351,1359,66886,25031,25290,59714,4227,33780,88535,3732,36623,81005,141220,133537,7567,16586,11099,27690,23011
2011-05,66465,3188,2,31560,14667,6559,7620,32408,34925,1852,53701,19801,68585,25667,17191,98283,380105,35223,72203,135597,114925,7497,14585,16650,3699,13179,193,6849,14915,49,113336,6791,14520,199237,83568,66093,539,152,37902,3925,79953,34927,2521,850,35031,7799,7719,20391,370,1363,66319,24534,25395,59996,4282,35708,89480,3690,37189,84728,141827,135038,7756,16749,11055,27664,23356
2011-06,66694,3220,3,31574,14691,6570,7583,32467,34878,1835,53660,19773,68664,25368,17286,98766,381819,35419,72359,136286,115593,7512,14652,16677,3567,13214,196,6580,14928,54,113181,6692,14487,200445,84075,65871,537,156,37964,3941,80774,35465,2429,839,35023,7828,7690,20477,367,1358,65616,24782,24643,59714,4335,36710,88825,3723,33647,84035,142623,135911,7971,16949,11076,28154,23214
2011-07,66992,3245,3,31483,13075,6604,7457,32355,34993,1845,53891,19826,68231,25899,17322,99247,384449,35866,72572,137807,116864,7544,14740,16760,3587,13162,196,6438,14902,50,113359,6498,14740,201946,85246,65817,546,140,37143,3988,81839,35819,2238,810,34893,8203,7879,20472,370,1356,66093,24788,24596,60731,4279,36772,89324,3739,33098,78043,143189,136721,8089,16787,11041,28373,23436
2011-08,67049,3264,2,31018,13056,6572,7424,32301,34987,1844,53890,19821,68416,25903,17380,99547,388251,36330,72293,138211,118359,7512,14780,16729,3639,13178,198,6616,14860,52,112975,6503,15445,201871,85757,65373,576,144,37511,3985,82827,35771,2221,800,34969,8227,7808,20488,368,1344,66029,24676,24956,60812,4323,39097,89965,3791,35075,77509,143496,136584,8211,16915,9872,28021,23408
2011-09,68084,3273,2,31292,13344,6553,7451,32511,35080,1865,54167,19865,68807,26091,17391,99648,393192,36529,71614,138851,119059,7581,14799,16796,3617,13008,198,6608,14973,56,113159,6507,15331,203266,86467,65633,572,148,37946,4000,83357,35991,2272,815,35202,8247,7830,20553,368,1352,66538,24133,24789,61738,4393,39118,91989,3763,33093,79872,144363,138531,8212,17317,9871,28060,23581
2011-10,68144,3307,2,31156,13148,6529,7442,32536,35155,1841,54200,19845,69005,25995,17138,99684,391924,36558,71286,139137,119770,7593,14769,16843,3623,12882,199,6588,14983,51,113491,6502,15365,204225,87462,65404,575,146,37806,4001,84180,36108,2276,816,35132,8162,7927,20548,371,1344,66646,24143,25234,61445,4530,38869,92494,3805,35365,85253,144602,142382,8122,17354,9977,27793,23580
2011-11,68493,3268,2,31254,13153,6495,7529,32445,35002,1853,54664,19914,69192,26006,17205,100109,392964,36757,71727,139718,120431,7712,14880,17090,3657,12868,200,6590,14950,56,113641,6459,15659,205953,88124,65524,579,146,38160,4115,85792,37094,2365,816,35174,8149,7976,20588,381,1344,67046,24099,25263,61643,4522,39089,93444,3853,35921,86722,145431,144459,8098,17383,10007,27725,23873
2011-12,69526,3266,1,31509,13100,6532,7590,32352,35199,1861,54625,19913,69623,26195,17294,100579,393957,37076,72095,140731,121015,7706,14945,17067,3656,12870,200,6255,14858,67,114362,6334,15798,207469,89009,65810,626,138,38563,4166,87303,37958,2398,855,35221,8132,7950,20636,392,1349,66717,24131,24512,61721,4546,39445,93406,3870,29557,85103,146542,146619,7877,17277,9960,28126,23940
2012-01,69751,3229,1,31623,13225,6528,7552,32276,35099,1836,54885,19925,69693,26252,17307,100604,395085,37588,72324,141331,121890,7600,15048,16988,3649,12648,199,6075,14753,68,113700,6224,16064,208542,89065,66039,593,134,38717,4137,87371,38261,2394,960,35330,8303,7796,20703,399,1345,66614,24451,24839,61287,4593,37796,89714,3797,30618,75917,146145,146306,7699,17613,9595,28359,23832
2012-02,70143,2532,1,31813,13185,6496,7563,32711,35159,1809,55144,20015,69940,26220,17076,101073,393207,38163,72911,143706,122297,8165,15080,17718,3713,12794,199,6221,14913,66,114493,6109,15502,210070,90047,65711,582,134,39070,4152,88157,39096,2302,951,35558,8362,7778,20680,407,1351,66906,24284,25323,61713,4661,38538,91388,3795,33522,74697,147157,148588,7683,17693,9776,28466,23765
2012-03,69956,2549,0,31821,13035,6478,7504,32661,35322,1786,55453,19927,70260,25908,17123,101392,396249,38468,72772,144377,122710,8212,14969,17803,3651,12910,202,6174,14851,106,115247,6113,15646,210883,90835,65686,553,130,38642,4133,88894,39640,2348,995,35344,8494,7849,20685,406,1349,67865,24612,25332,61789,4636,39041,92457,3850,35263,83187,149562,151837,7773,17784,9948,28523,24042
2012-04,70275,2543,0,31644,13129,6470,7504,32718,35368,1788,55742,19961,70623,25379,17342,101546,375403,38482,72576,145950,122434,8213,15015,17790,3652,12971,201,6733,14887,107,115504,6140,15826,211216,91507,65774,553,138,38541,4120,90294,39699,2361,986,35292,8593,8188,20631,371,1359,68130,24989,26135,62190,4692,39941,93388,3883,38316,89576,151102,154479,7870,18092,10567,28514,24381
